text,value
"1-?? ???? ????? ? ?? ?????? ?? ?????? ??? ?? ??? ??? ??? sx40 ? fz150  ???? ?? ?? ???? ??? ? ???? ??? ?? iso 1600 ???? ?? ???? ????? ? ??? ?? ???? ????? ? ??? ?? ???? ???? ??? ??? ??? ???? ??? ?? ??? ??? ?????? ???? ???? ????
2-?? ??? ?? ?????? ???? ?????
3-??? ?? ??? ????? ??????? ?? ????? ?? ?? ??????? ???? ??? ? ????? ???? ?? ?? ?? ??? ??????
4-???? ????? ?? ????? ????
5-????? ???? ?? ???????? ?? ??? ?? ??????
6-???? ???? ? ???????? ???? ?? ???? ?????? ????? ??? ???? ??? ???? ?? ????? ?? ??? ???? ?? ???? ???? ????? ? ???????? ?? ?? ?? ??? ???? ??????? ? ??? ???? ??? ?? ???? ???",-1
??? ???? ???? ???? ?? ???? ???? ???? ????? ??? ??????? Galaxy S II ?????????? ???.,+2
??? ???? ?? ??? ???? ?? ???? ??? ?? ???? ?????? ?? ??????? ???? ???? ?? ????? ???? ??? ???? ? ?? ??? ??? ?? ?????? ??? ?? ?? ?????? ? ?? ??? ??? ???????? ?? ???? ??? ????? ????? ????? ???? ?????? .,+2
"?? ??? ??? ?? ???? ?? ?????? ???????? ???  ????? ???????? ?????????? ?? ?? ?? ?????? ????? ?????.",-1
"??? Nvidia Tegra3 ?? ????? ???????? ???? ???? ?? ?? ?????? 1.5 ???????? ? ?? ???????? ??????? ULP GeForce?  ????? ????? ????? ??? ????? ??? ???? ???????? ?? ?? ????? ?? ???????? ????? ??? ?????? ????? ??? ? ????? ?? ?? ????? ?????????.",+2
???? ???? ?? ??????? ???? ? ????? ?? ????.,+2
?? ??? ??? ??????? ????? ?? ????Plus One X ????? ????? ?????? ?????.,+2
?? ????? ?? ????? ?? ?? ????????? ????? ??? ???? ?? ?? ???? ????? ??? ??? ?? ????????? ???? ???? ?? ???? ???? ?????? ??????????????.,+2
??? ?? ????? ????? ???? ?? ????? ????? ??? ? ??? ?? ????? ??? ??? ??? ?? ??? ????? ????? ?? ??????? ?? ???? ??? ??? Screen  ??????? ???? ? ?? ????? ???? ?? ??? ??????? ???? ???? ????? ????? ???? ? ??? ??????? ??? ?? ???? ?????? ? ?? ??????? ?? ????? ????? ????? ?????? ?? ???? ??? ? ?? Home ?? ????.,-1
"?????? ?? ???? Super IPS+ ???? ????? ???? ????  ??????? ?? ?? ??? ??????? ?????? ??????? ??????? ?? ????? ???? ????? ???????? ?? ???? ??? Transformer Prime ? ?? Samsung Galaxy Tab 2 ? ??? iPad 3 ?????? ?????? ???.",+1
??? ?? ???? ??????? ?? ???? ? ?????? ???????? ????? ??? ???? ?????.,-1
"????? ?? ????? ????? ?????? ? ????? ?? ?????? ???? ?????????  ? ?? ????? ???? ????????? ????? ?? ?? ???? ? ????? ???? ???? ??????.",-1
??? ??? ?? ???? ?????? ?????? ? ????? ???? ?????? ??? ???? ????? ????? ?? ???? ???? ???? ????? ??? ??? ? ???? ???? ??? ??? ??? ???? ????? ????.,-1
???? ???? ?? ??? ????? .,+1
"??????  ?? ?? ????? ?????  ???? ?? ????? ?? ???? ???? ?? ???? ??????  ????? ?????? ???? ?? ????? ???? ????!",0
?????? ??? ?? ??? ???????.,+2
??? ??? ??? ???? ???? ??????? ???? ?? ??? ???? ??? ?? ???? ?? CES 2011 ??? ?? ????????? ???.,+2
??????? Galaxy S II ??? ?????? ???????? ?????? ?? ?????????? ?? ??????? ??????? ? ?? ????? ???? ????? ???? ??? ?????? ?? ???? ???????? ???? ?????.,0
?? ??? ??? ???? ???????? ?? ??????? ?? ???? ????? Scorpion ?? ????? 512 ??????? ????? RAM ???? ????? ?? ???? ?????? ????? ????? ?? ?? ???? ???????.,+1
??? ?? ???? ?????? ?? ?? ???? ?? ??? desire x ????!,0
( ?????? ????? ???? ?? ????? ??? ????? ) ????? ??????????? ?? ?? ?? ?????? ??? ??? ????? ????? Galaxy S III ??? ???? ???? ?????.,+1
?????? ? ????? ??? ?? ?? ???? ??? ? ???? ???? ??? ?? ?????? ????? ? ??? ..,+1
???? ?? ???? ??? ???? ?? ?? 2 ???? ????? ???? ?? ??????? ? ??????? ?? ???? ???? ????? ?? ??? ???? ? ??????? ?? ???? ?? LG  ???? ?? ??????? .,+1
????? ??? ???? ???? ???? ???? ???? ???? ???..,+1
?? ?? ??? ??? ????? ??? ???? ????? ???????? ?? ?? ?? ????? ???? ????? ?? ???????.,0
???????? ?? ??????? ???? ?????? ???? ?? ???? ?????? HD DVD ???? ????? x box360 ??? ??????? ????? ?? ?????? 9 GB ????? ???? ? ??? ?? ????? ????? ???? ps3 ?? ?? ?????? ???? ???-?? ???? ????? ? ????? ????? ?????? ???? ?? ???? ??? ?? ???? ?????.,-1
"??? ?????? ??? ??? ???? ?? ???? ????????  iPod Touch ?????  ?? ? ??? ???? ????? ???? iPhone 5 ?? ?? ?????? ??? ???? ????? ???.",0
?,0
???? ??? ?? ?????? ?? ??? ???? ????? ???????? ? ?? ????? ??????? ???????.,-1
?? ??? ???? ?? ????? ??? ?? ?? ???? ????? ?????? ???? ??? ????? ?? ????? ???.,0
?? ?? hx100 ??? ???? ?? ??????? ?? ?? ????? ??? ?????? ?? hx100 ????? ?????? ????? ???? ?? ??? ??? ?????? ?? ??? ?????? ???? hx200v ?? ???? ????? ??? ????? dpi 350 ??? ?? ?? ??? ??? ? ?? ????  ?????? ?? ?????? ????? ???? ?? ???? ?? ??? .,+2
????? ????? ??? ????? ?????? ??? ?? ?? ??? ??? ??????? ????? ? ????? ?? ????????? ?? ?????? 3 ????? ??? ?? ?? ??? ??????.,+2
"????? ?? ??? ??:
????? ????? ?????+????? ???? ?? ?????+???? ?????? ?? ?????",-1
?? ??? ?? ???? ???? ?? ????? ???? ???? ????,+1
"???? ?????? ?????? ? ????? ????? ??? ? ??? ? ???? ????? ???? ???",+2
??? ?? ??? ??? ????? ?? ????? ?????? ? ??? ?????? ????.,-1
???? ?? 1 ???? ??? ?????? ?? ??????? ???? ???  ???? ????? ??? ???? ????? ? ??? ??? ??? ????? ??? ????? ????? ??? ???? ?? ?? ??? ??? ???? ???? ????????? ??? ??? ??? ? ??????? ???? ????,-1
"?? ?? ????? ???? ? ???? ????
???? ??? ???? ?? ???? ???? ??? ??? !",0
???? ???? ?? ???? ??? ?????? ?? ?? ??? ??? ????? Smart Auto ???? ???? ? ?????? ???? ?? ??????? ?? ?????? ?? ??? ?????? ?????? ? ?? ?????????? ??? ?? ???? ???.,+2
?? ??? ?????: ????? ?????? ???? ???? ???? ??? ?????? ?? ?? ??? ???? ???? ??????? ??????? ???? 400 ?? 490 ??? ?? ???? ?? ????? ?????? ???? ???.,+1
?? ?? xbox ???? ?????!,+2
"??? ?? ??? ?????? ?????? ????  ???????? ???? ??? ?? ????? ????? 5 ????? ? ????? ????? ???.",0
???????? ????? ??? ???? ???? ? ?????? ????? ???? ????????.,+2
???? ?? ????? ?? ????? ??? ????? ??? ????? ??? ?????? ???????.,0
"??? ?? ????? ???? ?? ?? ???? ??? ????? ???? ???? ????  ???? ???? ?? ??? ???? ???? ???? ?? ????? ?? ??? ??? ?? ????? ???? ???? ????",-2
??????? ?? ???? ??????? iPhone 5 ?? ??? ?? ?????????? ? ???????? ???????? ?????? ????? ?? ????? ?? ????? ????.,+1
??? ???? ???? ..,+1
??????? ??? ?????? ????? ?????? ?? ???? ?? ?? ??? 3 ????? ?? ??????? ??? ?????? ? 921000 ????? ?? ????.,+2
?? ???? ??????? ?? ???????? ??????? Cortex A8 ?? ??????? ???? ?? ???? GSP-X7 ????? ?? ?????? ?? ????????? ?? ??????? ????? ???? ?????? ????.,0
?? ?? ??? ???? ???? ???? ?? ??? ??? ????? ???? ?? ??? ?????? ??? ???? ???? ?? ?????? ???? ???? ???? ???? ?? ???? ?? ?? ????? ?? ???? ??? ?? ?????? ????? ?????? ???? ???? ??????? ?? ?????.,-1
???? ?? ???? ????? ????? ???? ?? ???? ???? ?? ?? ??? ???? ?????? ???? ? ??????? ?????? ?? 24 ???? ????? ???? ???? ? ????? ?? ???? ?? ?? 48 ???? ???? ???? ?? ???? ???? ??? ???? ???? ????? ??? !,0
???? ? ???.,+1
?? ???? ???? ?? ???? ???? ?? ???? ???? ???? ?????? ?? ???? ??????? ???? ????? ????.,0
??????? ???? ????? ??? ??????.,+2
"???? ?? ????? ?????? ???? ???
? ?? ???? ?? ???? ???? ???? ??????? ?? ??? ??? ??????? ??? ???? ?? ?????? ??? ????? ?? ???? ????? ??? ???? .",+1
?? ???? ??? ?????? ?? ??????? ?? ? ?????? ?? 2 ???????.,-1
???? ???? USB ??? ???? ?? ?????.,-1
?? ????? ???? ??? ????? ????? ?? ????? ???? ?? ???????? ???? ????.,0
??? ??? ?? ???? ???? LG ? ?????? ????? ??? ??? ? ?? ????? ?????? ??? ???? ???? ????? ?? ???? ????? ??????.,-1
"???? PS3
??? ???? ????!",-1
"?????????? ?????? ?? ???? ?????? ?? ?? ?? ???? ???? ????? ?????  ??? ?? ?? ??? ???? ??????? ?? ????? ??? ???????????  ???? ??? ???? ? ???? ????? ?????? ???? ??? ???? ??? ?????? ( ?? ????? Surface Pro ) ????? ?? ??????? ??? ????? ?? ????-?? ??? ?? ??? ????? ??????.",-1
??? ?? ? ???? ???? ?? ?? ????? ?? ??? ???? ??? ????? ? SD/SDHC/SDXC ????? ?? ????.,0
"?? ??????? ???? ?? ??? ?????  ????? ?? ??? ????????? ?? ?? ??????? ???????  ??? ???? ??????? ?? ??????? ?? ???? LTE?  ????? ??? ???? ????? ?? ??? ???? ???? ???????? ? ?????? ?? ???? ???? ???? ??????.",-1
??? ?????? ????? ?? ???? ???? ???? ????? ???? ??? ???? ?? ???? ????? ?? ????? ????? ????? ?? ??? iOS 6 ???? ???? ???? ???.,-1
???? ???? ??? ??? ????? ??? ???? ?????? ????? ? ??????? ????? ??? ???? ?????? ?? ?????? ?? ???? ???? ??? ???? ??? ?? ?? ???? ?????? ????? ???? ???.,-1
" ?????? ???????  ?????? ????? .",+2
?? ??? ?? ??? ?? ???? ?? ???? ???? ??? ?? ?? ?? ???? ????? ??? ?????? ????? ?????.,0
???? ????? ????? ?? ????? HD ?? ????? ?????? 297 ????? 2.,+2
?????? ?????,+1
? ?????? ?? ???? USB ? ????? ?? ???????? ?? ?? ???? ??????.,+1
"?????? ??? ?????? ???? ?? 5 ???? USB (Universal Serial Bus)?  ?? ???? ????? Kinect?  ????? ??? HDMI ?AV?  ????? TOSLINK ? ?????? ???? ?? ??? Wi-Fi ???? ?? ?? ???? ???? ????? ???? ??? ? ???? ???? ?? ????? ?? ??? ???? ????? ???? ????? ??? (?? ???? Sony PS3) ????? ?????? ?? ????????  ????? ? ??? ???? ??? ??? ????? ?? (????? ????) ?? ??? ???? ????? ????? ?? ???.",+1
??? ?? ??? ?? ??? ?????? ???? ???? ? ?????? ????? ??? ?????? ???? ???? ??? ???? ???? ????? ?? ?? ??? ?????? ??? ?? ????? ???? ????? ???? ?? ????? ???? ? ???? ???? ???? ????.,+2
"?? ??? ???????? ? ??????  ?? ???? ????? ????? ????? ?? ??? ??? ?? ???? ?????  ????? ?????? ???????? ? ???? ??? ??????? ????? ?? ??? ????? ????????? ?? ??? ? ????? ?????? HX100v ?????? ????.",0
"??? ???? ?? ?????? ??? ????? ??? ??? ???? ????? ?????? 60 ???? ?? ????? ?? ????  ?? ??? ???? ?? ?? ???? ??????? ????? ? ???? ?? ?? ???? ????? ??? ? ????? ? ?? ???? 2/1 ??? ???.",+1
"????? 7000 ???? ????? ??? ???? ???????? ?? ????? ?????? ?? ?? ??? ???? ???? ??? ??? ?? ???? ?? ???? 10.1 ????? ?? ???????? ?? ?? ???? ???  ????? ????? ??????.",+2
?????? ????? 4 ?? ??? ???? ?? ?????,0
"???? ???? ??????  ??? ??? ???? ?????? ??? ?????.",-1
"?? ???? ? ??????? ??????
????????!",-1
???????? ?? ??????? ???? ??? ?? ??????? ??? ??????? ????? ?????? ?? ?????? ?? ???? ?? ??? ?????? .,-1
?? ????? ??? ?????? ?? ??? ????? ??? ?? ??? ???? ??? ???????? ? ipad ??? ?? ?????? ???? ??? ??? ?? ??? ????? ??????? ???? ??? ????? ????? ?? ??? ??????? ????? ipad ?????.,0
? ???? ??????? !,-1
??? ??? ?? ?????? ??????? ?? ??? ?????? ???? ?? ??? ????? ?? ??????? ???? ???.,+2
"??? ???? ??? ? ????? ? ?? ???? ??? ???? ???? ??? ?? ????? ?? ????? ?? ???? ??? ??? ?????? ????
????? ?? ?? ??????? ???? ??? ????? ??? ?????? ???? ?????:
"""""""" ??? 4 ?? ???? ???? ?????? ion ?? ????? ???? ??? ???? ???? ??????? ???? ??? ???? ????? ????? ??? ????? ??? ?? ???? ?? ????? ??????? ??? ???""""""
?? ??? ??? ???? ????? ?? ???? ???? ?? ???? ???? ?????? ??? ???? ????
?? ??? ???? ???? ??? .",0
?? ??? ??? ?????? ?? ???? ???? ??? ??? ??? ? ??? ?? ???????.,+1
"????? ?? ??????? ???? ????
????? ???? ???? ?????? ??????? ???????? ???",+1
?????? ???? ????? ?? ???????? ????? ? ?? ??? ???? ?????? ?? ????? ???.,+1
"?? ??? ????? ??????? ????? ????  ?????? ??? ???? ??? ?? ?????? ??????????? ??? ?? ?? ??? ???????? ???? ????? ?????? ????????.",+1
"??? ?? ???? ??? ????? PlayStation 2 ?? ????? ????? ?? ??? ?????????? ???? ???? ?????  ???? ?????????? (Microsoft) ?? ????????? ???? ??? ?????? ?? ???? ????  ?? ??? ???? ?????? ????? ????? ???? ??? ?? ?? ??? XBOX ???? ????? ???.",0
??? ?? ???? ????? ???? ????? ???? ???? ????? ?? ???????? ????? ???? ??? ?? ?? ???? ????? ????? ??? ?? ????? ? ??? ???? ??????? ???? XR550 ??? ??? ?? ??? ??????? CX550V ???? ???????? ????.,0
???? ??? HD ?? ???? ???? ??? ?????.,-1
"?? ??? ???? ?? ???? ????? ? ???? ????? ?? ??????? ?????? ???? ????? ?????  ?????? ??????? ?? ?? ???? ??? ??? ????? ????? ? ?????????? ???????? ?? ?? ????? ",+2
?? ?? ????? ?? G6 ?????? ????? ??? ??? ?? ??? ????????? ????? ?? ???? ?????? ??? ?????? ?? ???? ?? ??? ??? ?? ????.,+1
"???? ?????? ?? ???? ??? ???? ?? ???? ?????  ?????? ?????!",+2
???? ?????? ??? ????? ?? ??? ?? ?????? ?????? ???? ? ??? ????? ?? ?? ?????? ????? ?? ?? ??? ????? hd  ?? ?? ??? ???? ?? ??? ??? ?? ?? ?????? ??? ??? ?? ????? ?? ??? ?? ?? ????? ????? ?? ???? ???? ????? ?? ?????? ????? ???? ??? ?????? ?? ??? ?? ?? ??? ?????? ?? ??? 14 ??? ??????? ,+2
GPS ???????? ?? ???? ???? ????? ?? ???? ??? ? ????? ?? ?? ?? ???? ????? ????? ?? ??? ??????? ?? ????? ?? ??????.,0
"?? ??? ?? ??? ????? ?? ???? ???? ????? ????? ??? ??????? ?  ???? ???? ????? ?? ???? ???? ?? ??? ????? ????? ?  ???? ??? ?? ???? ????? ? ?? ?????.",+2
"?? ??? ???? ??? ?????? ??? ?????  ???? 13 ???? MHL ???? ????.",0
"???? ??? ???? ?? ??????? ?? ???? ???? ??? ????? ????? ????? ??? ? ?? ?????  ????????? ????? ??? ???? ?? ??? ????? ??? ?? ???? ???? ???? ?? ??????? ?? ???? ??? ??? ?? ??? ?? ???.",+1
???? ?? ???? ???????? ???? ????? ????? ?? ???.,0
?? ??? ?? ??? ???? ??? ?? ?????? ???????? ?? ?? ????: ??? ???? snapdragon ?? ????? ????? ?? 4 ???? ?? ?? ?? ???? ??? 2 ???? ?? ??? .,0
?????? HTC ??? ?? ?????? ? ????? ???? ?????? ??? ???? ?? ???? ?????? ??? ????.,+2
"?? ???????? ?? ???? ??? ???????? ???? ????? ???? ??????? ????  ???? ???? ? ???????? ?? ???? ??? ???????? ???? ??? ????? ? ??????? ????? ????? ?? ????? ??????? ??? ???.",0
???? ??? ?? ??????? ????? ?? ?? ????? ?? ???? ?? ??? ?? ???? ??? ???? ?? ????? ? ?????? ??? ??????? ??????? ????? ???.,0
???? ???? ???? ??? ???? ???? ??? ???? ???? ???? ????? ?? ?? ??? ??? ???? perfect,+2
?? ??? ??? ?? ???? ???? ? ?? ?????? ????????!,0
???? ????? ?? ???? ??? ????? ??? ??? ????? ???? ??????? ???!,-1
?? ????? ???? ??? ???? ???? ???? ????? ? ?????? ?? ????? ???,+1
?? ??? ?? ????? ?????? ????? ??????? ?? ????,+2
????? ????? ???????? ???? ????? ?? ???? ?????? ?? ???? ??? ? ??? ???? ?? ?? ???? ?? ??? ??? ???? ???? ???? ???.,+1
?? ???? ??? ???? ?? ???? ? ??? ????? ????? ??????? ???? ??? ??? ???? ?? ??? ??.,+2
??? ?????? ??? ???? ?? ?? ???? ios ????? 32 ???? ???? ??? ???? ?? ?????? ?? ??? .,0
???? ????? !,+2
??? ?????? ?? ?? ??? ?? ???? ?? ??? ? ???? ?? ?????? ????? ???? ?? ??? ???? ???.,-1
????????? ?? ???? ?????? ???? ?? ?????? ?? ????? ?????? ???? HD ????? ??????? ? ?? ????? ???? ??? ?????? ????? ?????.,+2
??? ???? ?? ???? ??? ?? ???? ??? ?????? ????? ?????? ??????.,-1
?? ??????? ??? ?????? ?? ?? ??? ????????? ?? ?? ??? ???? ????? ?? ?? ??????? ????.,0
"??? ????? ?????? ?? ???? developer ?? ????? ?? ???? ?  ?? ?? ????? ?????? ????? ? ?? ????? ?? ?? ???? ?? ??? ""??? ???"" ???? ????? ??? ? ??? ??? ??? ???? ?? ??? ???? ????? ????!",0
?? ??? ??? ??? ??? ?????? ?? ????? ??? ??? ??? ?????? ?? ??? ???? ??????  ????? ?????? ???.,-1
???? ?????????? .,+2
????: ????? ?????? ?? ?? ????? ??? ?????? ?? ???? ?????? ???? ??? ???? ??? ?????? ? ??? ???? ???? ??? ??? ??? ???????? ?? ??????? ?? ? ??? ???? ???? ???? ???? ????? ?????? ??? ? ????? ?? ???? ????? ? ?? ??? ???? ?? ?? ??????? ??? ?????.,-2
?? ?? ?? ???? ?? ???? ?????..,0
"23 ??????
?? ??? ?? ?? ????? ????? ?????5? ? ??????? ??????? ????? ??????.",0
??? ?? ??? ???????? ????? ???? ???.,+2
"?? ???  ??????? ??? ?? ??? ??? ????? ???? ????? ???? ???? ????? ?? ?????  ??? ?? ?????? ???? ????? ?? ???? ??? ????? ??? ? ???? ????? ?? ?????? ????? ???? ????????? ???? ??????  ???? ????? ????? ???.",+1
??? ???? ?? iPhone 5 ?? ????? ???? ??????? ?? ??????? ???????? ??? ??? ?????? ?? ??? ????? .,+2
"?? ????
???? ????? ??? ??? ?? ???? ??? ?? ??? ?? ????? 4?? ?? ??? ??????? ???? ??? ?????5 ??? ???? ?? ?????? ????? ???? ?? ???? ?? ??????? ? ???? ??? ?????? ?? ???? ???2 .",-1
" ????
 ???? ??? ?? ????? ??? ???? ???? ????  ??????? ???? ????? ????? ?????? ?? ???? ?? ?? ??????? ???? ???? ?? ?? ???? ??? ???? ??? ????? ????? ?? ?? 14 ???? ????? ???? ???? ???? ?? ????? ??? ??? ?????? ???? ??? ????? ???",+1
???? ??? ???? ?? ?????? ?? ??? ??? ??? ????? ?? ????? ???? ?? ??? ??? ???? ? ????? ?? ??? ?????? ????? .,0
.????? ???? ?????  :??? ??????? ????? ????? ?? ???? ????? ???? ??????? Xperia Ray ???? ?? ???? ??? ?? ??? ???? ????? ?????? ??? ?? ??? ???? ??? ?????? ???? ??????? ??? .,-2
? ?? ??? ?? ?????? ??? ???? ???? hdmi ? usb  ????? ?? ??? ???? ????? ?? ???? ? ??????? ?? ???? ??? ????? ?????? ???? ??? ?? ???,-1
"??? ?? ?????? ???????? ?? ???? ??? ??? ???? ????? ???? ????  ????? ???? ?? ??? ?? ??? ?? ???????? ????? ???????? ??? ?? ?? ?? ????? ?????? ???? ???.",+2
"????? ???? ?????
????? ????? ?? ?? ??????? ????? ???? ?????  ???? ??? ???????? ?? ????? ??? ?? ?????? ???? ???? ?????? ?? ?? ?????? ????? ???? ??????.",+1
"?? ??? ?? ??? ????? ??? ?????  ????? ???? ?? ???? ??? ?? ?? ??? ??? ????? ????  ????? ????? ?? ??? ?? ???.",+2
?? ????? ???? ????? ??????? ?????? ??? ?????? ???.,+1
"???? ???? ???? ??? ???? ????? ?? ????? ??????? ??? ????? ????? ?? ????? ?? ???? ?? ??? ??? ?? ???? ?? ????? ?? ???? ???? ?????  ??? ??????? ?? ????? ????? ?????? ?????? ???.",-2
"?? ???? ??? ??? ??????  ?? ???????? ????? ?? ??? ?? ????? ???? ??????? ??? ????????.",+1
? ??? ????? ???? NTSC-J ?? NTSC-J/Asia ???? ?? ?? ??? ???? ???? ????.,0
"???? ?????? ? ?? ???? ??? ?? ??? ???? ?? ??????? ???? ??? ???? ?????? ???: ????? ????? ???? ???? ??? ??? ????? ???? ???? ???? ???? ?? ???? ??? ???? ?? ????? ??? ?? ????? ?? ?????? ???????  ???? ???? ???? ?? ?? ???? ???? ? ?? ????? ??? ?  ????? ????? ? ????? ??? ???? ???? ? ???? ??? ????? ? ???? ??? ?????? ????? ???? ???? ???? ???? ???? ???? ???? ?? ???? ?????????? ? ????? ???? ???? ??? ???? ????? ???? ?? ??????? ?????? ?? ??? ?? ???? ???? ???? ?  ??????? ?????? ???? ??? ? ??? ???? ???? ???? ????? !",0
???? ??? ??????? ?? ????? ?? ??????? ????? ??? ? ??? ?????? ???????? ??? ?? ????????? ???? ??? ??? ???? ? ???????? ?????? ???? HTC ? ?? ????? ???.,0
??? ???? ?? ??? ???? ???? ?? ???? ????????.,-1
????: ????? ?????? ?? ?? ????? ??? ?????? ?? ???? ?????? ???? ??? ???? ??? ?????? ? ??? ???? ???? ??? ??? ??? ???????? ?? ??????? ?? ? ??? ???? ???? ???? ???? ????? ?????? ??? ? ????? ?? ???? ????? ? ?? ??? ???? ?? ?? ??????? ??? ?????.,-2
?? ??? ????? ?? ?????? 2 ???? ?????  ???? ?????? ???? ?? ??? ????? ?? s duos ?? ???  ?? ???? ??? ??? ??? ?? ?????? 1 ???? ????? ?? ?? ?? ??? ???? ????? ????? .,0
?? ???? ????? ?????? ?? ???? ???? ???? ?? ?? ???? ??? ?? ?? ?????? ?? ???? ??????? ???????? ?????? ?????.,0
????? ? ???????? ???? .,+2
"???? ??? ???? ????? 5 :
1- ???? ???? ????? ?? ????? ???? ????? ??? .",-2
??? ?? ??? ??? ????? ???? ????? ? ???? ?????? ?? ???? ????.,+2
"????? ??? 4540s ?????? ???? ?????????? ?????? HP?  ????? ???? ? ?? ??? ??? ???? ???.",+2
?? ????? ???? ???? ?? ????? 3.5 ???????? ???? ????.,0
? ?? ??? ???? ??? ?? ?? ?????? ??????? ????? ?????? ???? ??? ? ?? ??????? ??? ??? ????? ??? ????.,-1
???? .,0
??? ?? ??? ????? ???? ?? ????? ?? ??? ????????,-1
xbox ??? ?? ???? ????? ????? ??? Xbox 360 Slim ???? ???? ? ? ?? ??? ??? ????? ? ?? ?? ??? ???? ?? ???? ps3 ?? ????????????????????????? ???,0
????? XR550 ???? ?? ???? ??? ????? ?? ?? ???? ???? ???? ???.,+1
.???? ?? ?? ????? ?????.,+1
??? ?? ????? ???? ???? ?? ????? ??? ?? ?????? (??? ???) ??? ??? ios6 ????.,-1
"??? ??????? ????? ?????? 150ppi ?? ????? ?????? ?? ????? ???? ???? ?????  ??? ????? ?? ??? ?????? ????.",0
???? ??? ?? ?????????? ???????? ????????? (????????? ????) ?????? ????? ? ??????? ?? ????? ???? ????????.,0
??? .,0
?? ???? ????? ???? ???? ??? ??????? ????? ?? ???? ????? ? ???? ???.,0
?? ?? ??? ?? ??? ?? ???? ????? ????? ???? ??? ????? ? ??????? ?? ???? ???? ???? ?????.,+2
????? ?????? ???((??? ??? ?? ?????? ??? ?????))7.????????? ????? ????8.?????? ????? ?? ???? ???? ? ????? ???????? ????? ???? ???? ???1.?????? ???? ?????? ?? ??? ??? ???? ??? ???? ?? ?? ??? ???? ?????.,+1
????? ??? ???? ????!,-1
"????? ???? ?????????? ?? ??? ???? ?? ??????? WVGA ?? ??????? ?????? ??? ?? ?????? ???? ?? ???? ???????? ??????? ?????? ????? ?? ??? ???? ??????  ???? ????? ????? ?? ?? ??????? ?????? ???? ????.",-1
??? ??????? Fingerprint ?? ???? ???.,0
???? ???? ??? ????????? ?? ??? ?? ??? ??? ????? ???? ???? ???? ?????? ????? ?? ?? ???? ?? ??? ???? ???? ?? ???? ??????,-1
"???? ????? ?? ???? ???? ?????  ?? ???? 22 ???? ??? ??? ? ???? ?? ???? ???????.",0
??? ???? ?? ?? ?? ???? ? ????????? ????.,-1
?? LG optimus 4x hd p880 ???? ?? ??? ??? ????? 5 ??????.,0
"?? ??? ???? ??????:
???? ??? ????.",-1
"??? ???????? ?? ???? ??????? ??? ?? ???????? ???? ????? ??? ????? ????? ???????? ?? ???? ? ?? ????? ?????????? ??????  ?????? ??????? ???.",+1
??.,-1
??? ???? ???? ????? ??? ???? ??? ????? ???? ? ????????? ?? ???? ?? ?? ?? ????? ???? ????????.,+2
????? ????? ????? ??? ????? ?? Panning ?? ???? ?? ??? ???????? ? ????? ????? ???.,0
????? ????? ????? ??? ?? ?????? ??? ?? ?? ???? ?????? ?????? ???? ???? ??? ??? ????? ???? ????? ???? ????.,0
????? ????? ???? ???? ? ?? ???? ?????  ??? ????? ??? ?? ??? 1 ? 2 ??? ? ???? ???? ??? ?? ?? ?????? ????? ???? .9:  ??  ???? ??? ???? ?????? ?? ?? ??  ????? ?????  ?? ????? ????? ???? ?? ?? ?? ?? ?? ????? ??? ???? ? ???? ???? ???? ?? ?? ??? ?? ?? ??? ??.,-1
"?? ??? ????? ??????? ???????? (??? ????? ???????? ?????) ????? ?????  Nexus 7 ?? ???????? ???? ???? ?? ????? ????? ???.",0
"??? ???? ????? ??? ??????? ????
",+2
????? ???? ????,0
?????? ?????.,+2
"?? ???? ???? ????? ?? ???? ??? ?? ??? ?? 1 ??? ??? ??? ??? ????? ????? ? ??????  ?????? ??????? ???? ????.",0
???? LED ??? ???? ????? ??????? ???? ? ??? ?????? ?? ???? ???? ????? ?? ?????? ?? ??? ?? ??????.,+2
????? BSI-CMOS ?? ????? ???? ???? ?????? ???? ????? ?? ???? ?? ???????? CMOS ?????? ????? ??????.,+2
"??? ?? ??? ???????  ??? ????? ??? ???? ?? ???? ?? ??? ?? ????? ???????  ????? ????? ????? ???.",+1
( ????? ??? ???? ) ?? ???? ??? ?????? ? ??? ???? ??? ?? ???? ????? ??? ???? ?? ??? ???? ????? ???? ?? ??? ??? ?? ???? ?????? ????? ??? ? ????? ??? ?? ??? ???? ????? ??? ??? ??.,-1
???? ?? ?? ??? ?????? ? ?? ???? ???? ????? ?? ???? ???? ??? ???? ??? ???? ?????? ??? ?????? Wifi ??? ?? ? ???? Reset Factory ?? ???? ?? ?????? ??? ??.,-1
"????? ??????? ????:????? ??????? ????????? ???? ???? ? ?????????? ???? ?? 12800 ?? ?? ??? ????? 3200 ???.",0
?? ???? ????? ???? ???? ??? ???? ?? ?? ?? ??? ??? ???? ?? ??? ?????? ,-2
???? ?????,+2
"??? ???? ?? ??????? ?? ??? ???? ????? ????  ?????? ???????? ???? ?? ???? ??? ????? ????? ????  ??????? ????? ????????? ? ????? ?? ???? ?????? ? ????? ??????? ????? ???????.",+2
"???? ?? ? ???? ??? ???? ?????? ?? XboxLive
???? ???: ?????? ????? ????? ?? ???? ??? ????? ( ?? ?????? ??? ???? ???? ?? ???) .",-1
